gtin;description;price;url;picture
7898620271015;Smart TV LED 50'' Philips 50PUG6654/78 Ultra HD 4k, Design sem Bordas HDR10+ Dolby Vision Dolby Atmos Bluetooth 3 HDMI 2 USB 60 HZ - Prata;2.199,99;https://www.americanas.com.br/produto/1497513898?pfm_carac=TV&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7893299913440;"Oled55cx - Smart Tv Lg 55"" Oled 4k";7.218,13;https://www.americanas.com.br/produto/1733188611?pfm_carac=TV&pfm_index=1&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7893299913655;"Smart Tv 55"" LG 55UN7310 4K 4HDMI 2 USB Wi-Fi Inteligência Artificial Thinq Ai";2.659,99;https://www.americanas.com.br/produto/1803891151?pfm_carac=TV&pfm_index=2&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7893299913433;Smart TV OLED 65'' LG OLED65CX Ultra HD 4K WiFi Bluetooth HDR Inteligência Artificial ThinQAI Smart Magic Google Assistente Alexa;9.499,99;https://www.americanas.com.br/produto/1735043132?pfm_carac=TV&pfm_index=3&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7898620271039;"Smart Tv Philips 58"" 4k Uhd Hdr10+ Dolby Vision Dolby Atmos Bluetooth Wifi 3 Hdmi 2 Usb - Prata Bordas Ultrafinas";3.282,06;https://www.americanas.com.br/produto/1733248249?pfm_carac=TV&pfm_index=5&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7891356090547;"TV LED 32"" Philco Ptv32f10d HD com Receptor de Sinal de Tv Digital Integrado 2 HDMI 1 USB";999,99;https://www.americanas.com.br/produto/2219766721?pfm_carac=TV&pfm_index=6&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7899968301013;Smart TV Led 55” Tcl P715 4K Android UHD HDR com Wi-Fi e Bluetooth Integrados, Comando de voz à distância, Google Assistant;2.881,34;https://www.americanas.com.br/produto/2120881316?pfm_carac=TV&pfm_index=7&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7899968301020;Smart TV Led 65” Tcl P715 4K Android UHD HDR com Wi-Fi e Bluetooth Integrados, Comando de voz à distância, Google Assistant;3.752,49;https://www.americanas.com.br/produto/2120880639?pfm_carac=TV&pfm_index=8&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7892509113571;Smart TV 55'' Samsung QLED 4K 55Q70T, Pontos Quânticos, HDR, Borda Infinita, Alexa built in, Modo Ambiente 3.0, Controle Único, Visual Livre de Cabos;4.599,99;https://www.americanas.com.br/produto/1650696871?pfm_carac=TV&pfm_index=9&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7892509114219;"Samsung Smart TV 65"" Crystal LH65BETHVGGXZD 4K HDR 2 HDMI 1 USB";4.139,99;https://www.americanas.com.br/produto/2120881181?pfm_carac=TV&pfm_index=10&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7893299913624;"Smart TV 65"" LG 65UN7310 4K UHD 3HDMI 2 USB Wi-Fi Inteligência Artificial Thinq Ai Google Assistente";3.589,99;https://www.americanas.com.br/produto/1803891126?pfm_carac=TV&pfm_index=11&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7891356086595;TV LED 39'' Philco PTV39G50D Resolução HD e Recepção Digital - Preto;1.149,99;https://www.americanas.com.br/produto/1695817631?pfm_carac=TV&pfm_index=12&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7891356066870;"TV LED 24"" Philco PH24N91D HD com Conversor Digital 1 HDMI 1 USB";699,99;https://www.americanas.com.br/produto/132508914?pfm_carac=TV&pfm_index=13&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7899466434534;Smart TV LED 55” Philco PTV55Q20SNBL Ultra HD 4k HDR Borda Infinita Com Aplicativos E Audio Dolby;2.399,99;https://www.americanas.com.br/produto/1441079498?pfm_carac=TV&pfm_index=14&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7899838888385;"TV Multilaser 24"" HD Entrada USB VGA+ Conversor Digital Tl016";759,99;https://www.americanas.com.br/produto/1943745841?pfm_carac=TV&pfm_index=15&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7891356089930;"Smart TV LED 39"" Philco HD - PTV39G60S com Recepção Digita";1.499,99;https://www.americanas.com.br/produto/1695817622?pfm_carac=TV&pfm_index=16&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7892509113564;Smart TV 75'' Samsung Crystal UHD 75TU8000 4K, Wi-fi, Borda Infinita, Alexa built in, Controle Único, Visual Livre de Cabos, Modo Ambiente Foto e Processador Crystal 4K;6.899,99;https://www.americanas.com.br/produto/1618051416?pfm_carac=TV&pfm_index=17&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7898620270964;Smart TV AOC Roku LED 32'' 32S5195/78 com Wi-fi, Controle Remoto com atalhos, Roku Mobile, Miracast, Entradas HDMI e USB;1.234,99;https://www.americanas.com.br/produto/1515029435?pfm_carac=TV&pfm_index=18&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7899963902406;"Smart TV Philco 50"" PTV50G70SBLSG Ultra HD 4K Tela Infinita Quadcore e App Store";2.199,99;https://www.americanas.com.br/produto/1524142341?pfm_carac=TV&pfm_index=20&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
