gtin;description;price;url;picture
7893299911897;Smart TV LED 65'' LG 65SM8100 Ultra HD 4K Nanocell com Conversor Digital 4 HDMI 3 USB Wi-Fi Thinq Ai - Preta Controle Smart Magic;6.128,60;https://www.americanas.com.br/produto/134450744?pfm_carac=TV&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7892509113441;Smart TV LED 58'' UHD 4K Samsung 58TU7000 Crystal UHD - Wi-Fi, HDR, Borda Ultrafina, Controle Remoto Único e Bluetooth;3.277,50;https://www.americanas.com.br/produto/1639026990?pfm_carac=TV&pfm_index=5&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7892509114233;"Samsung Smart TV 32"" LH32BETBLGGXZD LED 2 HDMI 1 USB";1.386,93;https://www.americanas.com.br/produto/1943745999?pfm_carac=TV&pfm_index=8&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
4548736096974;Smart TV LED 55'' Sony XBR-55X805G HDR 4 HDMI 3 USB Android Wi-Fi Inteligência Artificial com Conversor Digital;3.199,99;https://www.americanas.com.br/produto/493184724?pfm_carac=TV&pfm_index=9&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7898620270957;"Smart Tv Philips Ambilight 4k Uhd 65"" 65pug6794/78";4.182,88;https://www.americanas.com.br/produto/1466785241?pfm_carac=TV&pfm_index=11&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7893299913518;Smart TV LED 65'' LG 65NANO81 Ultra HD 4K NanoCell IPS WiFi Bluetooth HDR Inteligencia Artificial ThinQAI Google Assistente Alexa IOT;4.499,99;https://www.americanas.com.br/produto/1733188557?pfm_carac=TV&pfm_index=12&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7899466434954;"Smart TV LED 86"" Philco PTV86P50SNSG Ultra HD 4k com Soundbar 4HDMI 2USB Wi-Fi 60Hz - Titânio";11.999,99;https://www.americanas.com.br/produto/1439375458?pfm_carac=TV&pfm_index=13&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7893299913716;Smart TV 43'' LG 43UM751C Ultra HD 4K com Conversor Digital Inteligência Artificial 4 HDMI 2 USB Wi-Fi Bluetooth;2.327,49;https://www.americanas.com.br/produto/1525580491?pfm_carac=TV&pfm_index=14&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7899466425891;"Smart TV LED 75"" Philco PTV75e30DSWNT Ultra HD 4k com Conversor Digital 3 HDMI 2 USB Wi-Fi 60Hz - Titânio";5.299,99;https://www.americanas.com.br/produto/133395886?pfm_carac=TV&pfm_index=18&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/spacey/acom/2021/01/29/HEADER_home_fg.png
7892509115681;"Samsung Smarttv Crystal Uhd Tu7020 4k 2020 65"", Design Sem Limites, Controle Remoto Único, Visual Livre De Cabos.";4.499,19;https://www.americanas.com.br/produto/2031919036?pfm_carac=TV&pfm_index=22&pfm_page=category&pfm_pos=grid&pfm_type=vit_product_grid;https://images-americanas.b2w.io/produtos/01/00/img/2031919/0/2031919079_1GG.jpg
